DataSeriesID,SI_Mass,LnMass,Locomotor Trait,TraitValue,TempTraitValue,Temperature,TempKelvin,1/kT,TempType,Environment,TaxaID,Kingdom,Phylum,Class,Order,Family,Genus,Species,CommonName,Thermy,TrophicGroup
3544,2,0.693147180559945,Maximum Speed,1.79,0.354489827805983,34,307.15,37.7827345786888,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3545,2,0.693147180559945,Maximum Speed,1.92,0.570877107152644,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3546,1.49,0.398776119957368,Maximum Speed,1.14,0.338958282371882,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3547,1.509,0.411447179785712,Maximum Speed,1.2,0.356798191970402,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3548,1.5,0.405465108108164,Maximum Speed,1.25,0.371664783302502,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3549,1.5,0.405465108108164,Maximum Speed,1.33,0.395451329433863,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3550,2.5,0.916290731874155,Maximum Speed,1.12,0.333011645839042,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3551,2.5,0.916290731874155,Maximum Speed,1.3,0.386531374634603,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3552,2.5,0.916290731874155,Maximum Speed,1.32,0.392478011167443,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3553,2.5,0.916290731874155,Maximum Speed,1.47,0.437077785163743,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3554,2.5,0.916290731874155,Maximum Speed,1.52,0.451944376495843,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3555,2.5,0.916290731874155,Maximum Speed,1.62,0.481677559160043,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3556,3,1.09861228866811,Maximum Speed,1.75,0.520330696623503,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3557,3.5,1.25276296849537,Maximum Speed,1.34,0.398424647700283,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3558,3.5,1.25276296849537,Maximum Speed,1.36,0.404371284233123,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3559,3.5,1.25276296849537,Maximum Speed,1.84,0.547090561021284,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3560,4,1.38629436111989,Maximum Speed,1.81,0.538170606222024,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3561,4.5,1.50407739677627,Maximum Speed,1.78,0.529250651422764,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3562,4.5,1.50407739677627,Maximum Speed,1.89,0.561957152353384,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3563,4.5,1.50407739677627,Maximum Speed,2.27,0.674943246477345,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3564,5,1.6094379124341,Maximum Speed,1.68,0.499517468758563,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3565,5.5,1.70474809223843,Maximum Speed,1.68,0.499517468758563,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3566,6.5,1.87180217690159,Maximum Speed,1.5,0.445997739963003,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3567,7,1.94591014905531,Maximum Speed,1.76,0.523304014889924,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3568,7,1.94591014905531,Maximum Speed,1.83,0.544117242754864,29,302.15,38.4079659965059,Ambient,Land,Anolis lineatopus,Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Anolis,lineatopus,Jamaican gray anole,ectotherm,carnivore
3569,1.9,0.641853886172395,Maximum Speed,0.0327,0.013590759642377,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3570,3.8,1.33500106673234,Maximum Speed,0.03795,0.015772762337254,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3571,4.5,1.50407739677627,Maximum Speed,0.04647,0.019313840996368,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3572,4.6,1.52605630349505,Maximum Speed,0.04995,0.020760197068401,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3573,4.7,1.54756250871601,Maximum Speed,0.05471,0.016267024235584,29,302.15,38.4079659965059,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3574,5.1,1.62924053973028,Maximum Speed,0.05259,0.021857432709254,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3575,6,1.79175946922806,Maximum Speed,0.0515,0.021404407387841,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3576,6.1,1.80828877117927,Maximum Speed,0.04698,0.013968649215641,29,302.15,38.4079659965059,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3577,6.8,1.91692261218206,Maximum Speed,0.05411,0.022489174441866,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3578,7.5,2.01490302054226,Maximum Speed,0.05132,0.021329595866874,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3579,8.3,2.11625551480255,Maximum Speed,0.04966,0.020639667395732,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3580,10.2,2.32238772029023,Maximum Speed,0.04774,0.019841677838748,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3581,9.7,2.27212588550934,Maximum Speed,0.06128,0.025469166693726,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3582,6.7,1.90210752639692,Maximum Speed,0.03132,0.013017204648295,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3583,12.1,2.4932054526027,Maximum Speed,0.07872,0.032717571836327,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3584,9.6,2.26176309847379,Maximum Speed,0.08363,0.034758263880488,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3585,9.9,2.29253475714054,Maximum Speed,0.1008,0.041894451741638,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3586,9.1,2.2082744135228,Maximum Speed,0.07459,0.031001063049691,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3587,8.7,2.16332302566054,Maximum Speed,0.0708,0.02942586491377,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3588,8.6,2.15176220325946,Maximum Speed,0.07651,0.031799052606674,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3589,8.4,2.12823170584927,Maximum Speed,0.06654,0.027655325584213,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3590,8.1,2.09186406167839,Maximum Speed,0.06153,0.025573071583958,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3591,7.5,2.01490302054226,Maximum Speed,0.07534,0.031312777720387,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3592,7.9,2.06686275947298,Maximum Speed,0.08818,0.036649332882715,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3593,6.2,1.82454929205105,Maximum Speed,0.06427,0.026711869180904,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3594,5.7,1.7404661748405,Maximum Speed,0.06553,0.027235549827674,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3595,5.1,1.62924053973028,Maximum Speed,0.07146,0.029700173823983,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3596,5.1,1.62924053973028,Maximum Speed,0.06613,0.027484921564232,25,298.15,38.9232497932056,Ambient,Land,Bradypodion damaranum,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,damararnum,Knysna dwarf chameleon,ectotherm,carnivore
3597,6.687020776,1.9001684499909,Maximum Speed,0.02345,0.009746278703784,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3598,5.867395332,1.76941080998146,Maximum Speed,0.0434,0.018037888944317,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3599,7.57491471,2.0248420919261,Maximum Speed,0.06615,0.02749323395545,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3600,7.57491471,2.0248420919261,Maximum Speed,0.06112,0.025402667563978,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3601,7.886430334,2.06514360333001,Maximum Speed,0.05521,0.022946355958888,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3602,9.924422967,2.29499868553801,Maximum Speed,0.05671,0.023569785300281,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3603,10.29297716,2.33146183355819,Maximum Speed,0.07574,0.031479025544759,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3604,12.68472818,2.54039876436284,Maximum Speed,0.08521,0.035414942786756,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3605,12.26423898,2.50668762768103,Maximum Speed,0.12484,0.05188594598637,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3606,14.92253894,2.70287275053959,Maximum Speed,0.06791,0.028224724382685,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3607,15.88223424,2.76520114113645,Maximum Speed,0.06057,0.025174076805467,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3608,14.45667729,2.67115640401865,Maximum Speed,0.04389,0.018241542529172,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3609,15.39769984,2.73421813722515,Maximum Speed,0.07362,0.030597912075589,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3610,16.8797192,2.82611285395836,Maximum Speed,0.07512,0.031221341416983,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3611,20.67697033,3.02902053648991,Maximum Speed,0.07928,0.032950318790447,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3612,17.39281691,2.85605729972196,Maximum Speed,0.06123,0.02544838571568,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3613,17.91558243,2.88567086097364,Maximum Speed,0.05925,0.02462545898504,25,298.15,38.9232497932056,Ambient,Land,Bradypodion occidentale,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,occidentale,Namaqua dwarf chameleon,ectotherm,carnivore
3617,3.1,1.1314021114911,Maximum Speed,0.07025,0.029197274155259,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked chameleon,ectotherm,carnivore
3618,14.2,2.65324196460721,Maximum Speed,0.12141,0.050460370892384,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked chameleon,ectotherm,carnivore
3619,15.2,2.72129542785223,Maximum Speed,0.18488,0.076839744424545,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked chameleon,ectotherm,carnivore
3620,21.1,3.04927304048202,Maximum Speed,0.36461,0.151539048110305,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked chameleon,ectotherm,carnivore
3621,25.2,3.22684399451738,Maximum Speed,0.30049,0.124889521863541,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked chameleon,ectotherm,carnivore
3622,38.2,3.64283551561253,Maximum Speed,0.2886,0.119947805284095,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo dilepis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,Flap-necked chameleon,ectotherm,carnivore
3623,4.1,1.41098697371026,Maximum Speed,0.14889,0.061881596426712,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3624,6.2,1.82454929205105,Maximum Speed,0.19474,0.080937753295304,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3625,6.7,1.90210752639692,Maximum Speed,0.21981,0.091357335687793,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3626,7.2,1.97408102602201,Maximum Speed,0.32634,0.135633287513554,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3627,10.2,2.32238772029023,Maximum Speed,0.20778,0.086357432369818,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3628,9.2,2.21920348405499,Maximum Speed,0.16953,0.070459984164285,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3629,53.1,3.97217692824789,Maximum Speed,0.30257,0.125754010550273,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3630,50.3,3.91800507710569,Maximum Speed,0.58303,0.242318672608407,25,298.15,38.9232497932056,Ambient,Land,Chamaeleo namaquensis,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,namaquensis,Namaqua dwarf chameleon,ectotherm,carnivore
3631,4.07,1.4036429994545,Maximum Speed,0.96,0.242225600343401,31,304.15,38.1554066277964,Ambient,Land,Oligosoma maccanni,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,maccanni,McCann's Skink,ectotherm,carnivore
3632,14.86,2.69867303928961,Maximum Speed,0.96,0.337097332436127,27,300.15,38.6638911405773,Ambient,Land,Woodworthia maculatus,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Woodworthia,maculatus,New Zealand Common Gecko,ectotherm,carnivore
3633,2.57,0.943905898907128,Maximum Speed,1.507,0.275583467013232,35,308.15,37.6601230759184,Ambient,Land,Emoia cyanura,Animalia,Chordata,Reptilia,Squamata,Scincidae,Emoia,cyanura,Azure-tailed emoia,ectotherm,carnivore
3634,2.12,0.751416088683921,Maximum Speed,1.763,0.218099046503269,40,313.15,37.0588118340867,Ambient,Land,Emoia impar,Animalia,Chordata,Reptilia,Squamata,Scincidae,Emoia,impar,Copper striped blue-tailed skink,ectotherm,carnivore
3635,2.12,0.751416088683921,Maximum Speed,1.12,0.704199262053498,20.2,293.35,39.5601395119968,Ambient,Land,Anolis tropidolepis,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,tropidolepis,Anole,ectotherm,carnivore
3636,1.75,0.559615787935423,Maximum Speed,1.03,0.383560811903986,26.3,299.45,38.7542725858883,Ambient,Land,Anolis intermedius,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,intermedius,Anole,ectotherm,carnivore
3637,0.89,-0.116533816255952,Maximum Speed,1.32,0.495707373750536,26.2,299.35,38.7672187267221,Ambient,Land,Anolis limifrons,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,limifrons,Anole,ectotherm,carnivore
3638,1.03,0.029558802241545,Maximum Speed,1.16,0.428354161340664,26.4,299.55,38.7413350887807,Ambient,Land,Anolis humilis,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,humilis,anole,ectotherm,carnivore
3639,4.56,1.51732262352629,Maximum Speed,1.81,0.685467563460796,26.1,299.25,38.7801735199474,Ambient,Land,Anolis lionotus,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,lionotus,Anole,ectotherm,carnivore
3640,1.6,0.470003629245736,Maximum Speed,1.39,0.362365647682765,30.6,303.75,38.205652430763,Ambient,Land,Anolis cupreus,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cupreus,Anole,ectotherm,carnivore
3641,0.612781082,-0.489747532442209,Maximum Acceleration,50.46,38.5306006380227,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3642,0.579025646,-0.546408508780403,Maximum Acceleration,42.17,32.2004643064886,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3643,0.484476284,-0.724686798281783,Maximum Acceleration,44.58,34.0407090060058,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3644,0.546397768,-0.604408055653373,Maximum Acceleration,59.6,45.5097859299673,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3645,0.568024995,-0.5655898559475,Maximum Acceleration,70.72,54.0008735061626,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3646,0.671578102,-0.398124960028018,Maximum Acceleration,79.28,60.5371783310035,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3647,0.733594476,-0.309798888057327,Maximum Acceleration,87.65,66.9284016235174,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3648,0.91825887,-0.085275934650278,Maximum Acceleration,65.79,50.2363895357811,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
3649,0.846560694,-0.166573380038332,Maximum Acceleration,100.41,76.671771899799,18,291.15,39.8590655189568,Ambient,Water,Ambystoma tigrinum,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,tigrinum,Tiger salamander,ectotherm,carnivore
