DataSeriesID,SI_Mass,LnMass,Locomotor Trait,TraitValue,TempTraitValue,Temperature,TempKelvin,1/kT,TempType,Environment,TaxaID,Kingdom,Phylum,Class,Order,Family,Genus,Species,CommonName,Thermy,TrophicGroup
1925,79378700,18.189740628264,Maximum Speed,4.1,0.640282524488095,37,310.15,37.4172720485064,Body-Direct,Water,Balaena mysticetus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Balaena,mysticetus,Bowhead whale,Endotherm,Carnivore
1926,9200000,16.0347140420193,Maximum Speed,3.3,0.515349348978222,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera acutorostrata,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,gallus,Minke whale,Endotherm,Carnivore
1927,45000000,17.6221730477346,Maximum Speed,8.2,1.28056504897619,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera borealis,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,borealis,Sei whale,Endotherm,Carnivore
1928,40000000,17.5043900120782,Maximum Speed,8.2,1.28056504897619,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera edeni,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,Endotherm,Carnivore
1929,113398000,18.5464143124181,Maximum Speed,10.2,1.59289798775087,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera musculus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,musculus,Galapagos sea lion,Endotherm,Carnivore
1930,54431084,17.8124459456999,Maximum Speed,8.2,1.28056504897619,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera physalus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,physalus,Fin whale,Endotherm,Carnivore
1931,1381640,14.1387817573353,Maximum Speed,6.1,0.952615463262775,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
1932,200000,12.2060726455302,Maximum Speed,9.3,1.45234816530226,37,310.15,37.4172720485064,Body-Direct,Water,Delphinus delphis,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Delphinus,delphis,Short-beaked common dolphin,Endotherm,Carnivore
1933,35000000,17.3708586194537,Maximum Speed,4.4,0.687132465304297,37,310.15,37.4172720485064,Body-Direct,Water,Eschrichtius robustus,Animalia,Chordata,Mammalia,Cetartiodactyla,Eschrichtiidae,Eschrichtius,robustus,Gray whale,Endotherm,Carnivore
1934,65000000,17.9898978278599,Maximum Speed,4.1,0.640282524488095,37,310.15,37.4172720485064,Body-Direct,Water,Eubalaena glacialis,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,glacialis,North Atlantic right whale,Endotherm,Carnivore
1935,400000,12.8992198260901,Maximum Speed,8.5,1.32741498979239,37,310.15,37.4172720485064,Body-Direct,Water,Grampus griseus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Grampus,griseus,Risso's dolphin,Endotherm,Carnivore
1936,160000,11.982929094216,Maximum Speed,3.9,0.609049230610627,37,310.15,37.4172720485064,Body-Direct,Water,Inia geoffrensis,Animalia,Chordata,Mammalia,Cetartiodactyla,Iniidae,Inia,geoffrensis,Pink River dolphin,Endotherm,Carnivore
1937,205000,12.2307652581205,Maximum Speed,3.95,0.616857554079994,37,310.15,37.4172720485064,Body-Direct,Water,Lagenorhynchus acutus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,groenlandicus,Spikedace,Endotherm,Carnivore
1938,155000,11.9511803959014,Maximum Speed,7.5,1.17124852040505,37,310.15,37.4172720485064,Body-Direct,Water,Lagenorhynchus obliquidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,Endotherm,Carnivore
1939,85000,11.3504065354725,Maximum Speed,9.4,1.467964812241,37,310.15,37.4172720485064,Body-Direct,Water,Lissodelphis borealis,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lissodelphis,borealis,Northern right whale dolphin,Endotherm,Carnivore
1940,80000,11.289781913656,Maximum Speed,6.1,0.952615463262775,37,310.15,37.4172720485064,Body-Direct,Water,Lissodelphis peronii,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lissodelphis,peronii,Southern right whale dolphin,Endotherm,Carnivore
1941,29000000,17.1828063879507,Maximum Speed,7.5,1.17124852040505,37,310.15,37.4172720485064,Body-Direct,Water,Megaptera novaeangliae,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,Endotherm,Carnivore
1942,1600000,14.28551418721,Maximum Speed,3.1,0.484116055100755,37,310.15,37.4172720485064,Body-Direct,Water,Mesoplodon stejnegeri,Animalia,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,stejnegeri,Stejneger's beaked whale,Endotherm,Carnivore
1943,8750000,15.9845642583338,Maximum Speed,10.3,1.6085146346896,37,310.15,37.4172720485064,Body-Direct,Water,Orcinus orca,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,orca,Killer whale,Endotherm,Carnivore
1944,220000,12.3013828253345,Maximum Speed,8.9,1.38988157754733,37,310.15,37.4172720485064,Body-Direct,Water,Phocoenoides dalli,Animalia,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,Endotherm,Carnivore
1945,60000,11.0020998412042,Maximum Speed,6.1,0.952615463262775,37,310.15,37.4172720485064,Body-Direct,Water,Phocoena phocoena,Animalia,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,phocoena,Common porpoise,Endotherm,Carnivore
1946,35000000,17.3708586194537,Maximum Speed,4.1,0.640282524488095,37,310.15,37.4172720485064,Body-Direct,Water,Physeter macrocephalus,Animalia,Chordata,Mammalia,Cetartiodactyla,Physeteridae,Physeter,macrocephalus,Sperm whale,Endotherm,Carnivore
1947,700000,13.4588356140255,Maximum Speed,8,1.24933175509872,37,310.15,37.4172720485064,Body-Direct,Water,Pseudorca crassidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,crassidens,False Killer Whale,Endotherm,Carnivore
1948,119000,11.6868787720937,Maximum Speed,6.2,0.968232110201509,37,310.15,37.4172720485064,Body-Direct,Water,Stenella attenuata,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,Endotherm,Carnivore
1949,75000,11.2252433925184,Maximum Speed,4.8,0.749599053059233,37,310.15,37.4172720485064,Body-Direct,Water,Stenella longirostris,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Stenella,longirostris,Spinner dolphin,Endotherm,Carnivore
1950,385000,12.8609986132699,Maximum Speed,8.3,1.29618169591492,37,310.15,37.4172720485064,Body-Direct,Water,Tursiops truncatus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,truncatus,Common bottlenose dolphin,Endotherm,Carnivore
1951,55500,10.9241382997345,Maximum Speed,5.4,0.843298934691637,37,310.15,37.4172720485064,Body-Direct,Water,Cephalorhynchus commersonii,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,Endotherm,Carnivore
1952,7,1.94591014905531,Maximum Speed,1.53,1.53,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1953,29,3.36729582998647,Maximum Speed,1.21,1.21,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1954,79,4.36944785246702,Maximum Speed,1.67,1.67,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1955,146,4.98360662170834,Maximum Speed,1.75,1.75,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1956,271,5.6021188208797,Maximum Speed,1.81,1.81,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1957,512,6.23832462503951,Maximum Speed,1.85,1.85,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1958,562,6.33150184989369,Maximum Speed,2.85,2.85,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1959,7,1.94591014905531,Maximum Acceleration,33.21,33.21,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1960,29,3.36729582998647,Maximum Acceleration,32.08,32.08,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1961,79,4.36944785246702,Maximum Acceleration,32.34,32.34,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1962,146,4.98360662170834,Maximum Acceleration,31.66,31.66,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1963,271,5.6021188208797,Maximum Acceleration,36.17,36.17,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1964,512,6.23832462503951,Maximum Acceleration,34.62,34.62,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1965,562,6.33150184989369,Maximum Acceleration,40.61,40.61,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1966,7,1.94591014905531,Minimum Turn Radius,0.017,0.017,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1967,29,3.36729582998647,Minimum Turn Radius,0.024,0.024,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1968,79,4.36944785246702,Minimum Turn Radius,0.031,0.031,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1969,146,4.98360662170834,Minimum Turn Radius,0.042,0.042,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1970,271,5.6021188208797,Minimum Turn Radius,0.053,0.053,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1971,512,6.23832462503951,Minimum Turn Radius,0.052,0.052,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1972,562,6.33150184989369,Minimum Turn Radius,0.07,0.07,15,288.15,40.2740479814134,Ambient,Water,Oncorhynchus mykiss,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Rainbow trout,Ectotherm,Carnivore
1973,79378700,18.189740628264,Routine Speed,2.1,0.327949585713414,37,310.15,37.4172720485064,Body-Direct,Water,Balaena mysticetus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Balaena,mysticetus,Bowhead whale,Endotherm,Carnivore
1974,9200000,16.0347140420193,Routine Speed,2.6,0.406032820407084,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera acutorostrata,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,gallus,Minke whale,Endotherm,Carnivore
1975,45000000,17.6221730477346,Routine Speed,3.1,0.484116055100755,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera borealis,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,borealis,Sei whale,Endotherm,Carnivore
1976,40000000,17.5043900120782,Routine Speed,3.1,0.484116055100755,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera edeni,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,edeni,Bryde's whale,Endotherm,Carnivore
1977,113398000,18.5464143124181,Routine Speed,3.6,0.562199289794425,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera musculus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,musculus,Galapagos sea lion,Endotherm,Carnivore
1978,54431084,17.8124459456999,Routine Speed,2.5,0.39041617346835,37,310.15,37.4172720485064,Body-Direct,Water,Balaenoptera physalus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,physalus,Fin whale,Endotherm,Carnivore
1979,1381640,14.1387817573353,Routine Speed,1.75,0.273291321427845,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
1980,200000,12.2060726455302,Routine Speed,2.2,0.343566232652148,37,310.15,37.4172720485064,Body-Direct,Water,Delphinus delphis,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Delphinus,delphis,Short-beaked common dolphin,Endotherm,Carnivore
1981,35000000,17.3708586194537,Routine Speed,2.04,0.318579597550174,37,310.15,37.4172720485064,Body-Direct,Water,Eschrichtius robustus,Animalia,Chordata,Mammalia,Cetartiodactyla,Eschrichtiidae,Eschrichtius,robustus,Gray whale,Endotherm,Carnivore
1982,65000000,17.9898978278599,Routine Speed,1.8,0.281099644897212,37,310.15,37.4172720485064,Body-Direct,Water,Eubalaena glacialis,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenidae,Eubalaena,glacialis,North Atlantic right whale,Endotherm,Carnivore
1983,2600000,14.7710220029917,Routine Speed,3.2,0.499732702039489,37,310.15,37.4172720485064,Body-Direct,Water,Globicephala melas,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Globicephala,melas,Long-finned pilot whale,endotherm,carnivore
1984,400000,12.8992198260901,Routine Speed,1.8,0.281099644897212,37,310.15,37.4172720485064,Body-Direct,Water,Grampus griseus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Grampus,griseus,Risso's dolphin,Endotherm,Carnivore
1985,160000,11.982929094216,Routine Speed,0.65,0.101508205101771,37,310.15,37.4172720485064,Body-Direct,Water,Inia geoffrensis,Animalia,Chordata,Mammalia,Cetartiodactyla,Iniidae,Inia,geoffrensis,Pink River dolphin,Endotherm,Carnivore
1986,400000,12.8992198260901,Routine Speed,1.5,0.23424970408101,37,310.15,37.4172720485064,Body-Direct,Water,Kogia breviceps,Animalia,Chordata,Mammalia,Cetacea,Kogiidae,Kogia,breviceps,Pygmy sperm whale,endotherm,carnivore
1987,205000,12.2307652581205,Routine Speed,2.4,0.374799526529616,37,310.15,37.4172720485064,Body-Direct,Water,Lagenorhynchus acutus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,groenlandicus,Spikedace,Endotherm,Carnivore
1988,155000,11.9511803959014,Routine Speed,3.7,0.577815936733159,37,310.15,37.4172720485064,Body-Direct,Water,Lagenorhynchus obscurus,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus,obscurus,Dusky dolphin,endotherm,carnivore
1989,29000000,17.1828063879507,Routine Speed,1.9,0.296716291835946,37,310.15,37.4172720485064,Body-Direct,Water,Megaptera novaeangliae,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Megaptera,novaeangliae,Humpback whale,Endotherm,Carnivore
1990,1600000,14.28551418721,Routine Speed,1.7,0.265482997958478,37,310.15,37.4172720485064,Body-Direct,Water,Mesoplodon stejnegeri,Animalia,Chordata,Mammalia,Cetartiodactyla,Ziphiidae,Mesoplodon,stejnegeri,Stejneger's beaked whale,Endotherm,Carnivore
1991,1200000,13.9978321147582,Routine Speed,1.55,0.242058027550377,37,310.15,37.4172720485064,Body-Direct,Water,Monodon monoceros,Animalia,Chordata,Mammalia,Cetacea,Monodontidae,Monodon,monoceros,Narwhal,endotherm,carnivore
1992,8750000,15.9845642583338,Routine Speed,3.2,0.499732702039489,37,310.15,37.4172720485064,Body-Direct,Water,Orcinus orca,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,orca,Killer whale,Endotherm,Carnivore
1993,220000,12.3013828253345,Routine Speed,3.8,0.593432583671893,37,310.15,37.4172720485064,Body-Direct,Water,Phocoenoides dalli,Animalia,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,Phocoenoides,dalli,Dall's porpoise,Endotherm,Carnivore
1994,60000,11.0020998412042,Routine Speed,2.2,0.343566232652148,37,310.15,37.4172720485064,Body-Direct,Water,Phocoena phocoena,Animalia,Chordata,Mammalia,Cetartiodactyla,Phocoenidae,Phocoena,phocoena,Common porpoise,Endotherm,Carnivore
1995,35000000,17.3708586194537,Routine Speed,2.7,0.421649467345818,37,310.15,37.4172720485064,Body-Direct,Water,Physeter macrocephalus,Animalia,Chordata,Mammalia,Cetartiodactyla,Physeteridae,Physeter,macrocephalus,Sperm whale,Endotherm,Carnivore
1996,700000,13.4588356140255,Routine Speed,3.1,0.484116055100755,37,310.15,37.4172720485064,Body-Direct,Water,Pseudorca crassidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,crassidens,False Killer Whale,Endotherm,Carnivore
1997,80000,11.289781913656,Routine Speed,2.4,0.374799526529616,37,310.15,37.4172720485064,Body-Direct,Water,Sotalia guianensis,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Sotalia,guianensis,Guiana dolphin,endotherm,carnivore
1998,119000,11.6868787720937,Routine Speed,2.98,0.465376078774274,37,310.15,37.4172720485064,Body-Direct,Water,Stenella attenuata,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Stenella,attenuata,Pantropical spotted dolphin,Endotherm,Carnivore
1999,75000,11.2252433925184,Routine Speed,2.83,0.441951108366173,37,310.15,37.4172720485064,Body-Direct,Water,Stenella longirostris,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Stenella,longirostris,Spinner dolphin,Endotherm,Carnivore
2000,385000,12.8609986132699,Routine Speed,2.68,0.418526137958072,37,310.15,37.4172720485064,Body-Direct,Water,Tursiops truncatus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,truncatus,Common bottlenose dolphin,Endotherm,Carnivore
2001,671000,13.4165244159538,Maximum Speed,1.55,0.242058027550377,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
2002,1602000,14.2867634066104,Routine Speed,3.95,0.616857554079994,37,310.15,37.4172720485064,Body-Direct,Water,Orcinus orca,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,orca,Killer whale,Endotherm,Carnivore
2003,1602000,14.2867634066104,Maximum Speed,13.95,2.1785222479534,37,310.15,37.4172720485064,Body-Direct,Water,Orcinus orca,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,orca,Killer whale,Endotherm,Carnivore
2004,671000,13.4165244159538,Routine Speed,1.55,0.242058027550377,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
2005,671000,13.4165244159538,Maximum Speed,5.85,0.91357384591594,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
2006,487000,13.0960194020647,Routine Speed,3.1,0.484116055100755,37,310.15,37.4172720485064,Body-Direct,Water,Pseudorca crassidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,crassidens,False Killer Whale,Endotherm,Carnivore
2007,487000,13.0960194020647,Maximum Speed,7.5,1.17124852040505,37,310.15,37.4172720485064,Body-Direct,Water,Pseudorca crassidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,crassidens,False Killer Whale,Endotherm,Carnivore
2008,225000,12.3238556811866,Routine Speed,3.35,0.52315767244759,37,310.15,37.4172720485064,Body-Direct,Water,Tursiops truncatus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,truncatus,Common bottlenose dolphin,Endotherm,Carnivore
2009,225000,12.3238556811866,Maximum Speed,11.5,1.79591439795441,37,310.15,37.4172720485064,Body-Direct,Water,Tursiops truncatus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,truncatus,Common bottlenose dolphin,Endotherm,Carnivore
2010,55500,10.9241382997345,Minimum Turn Radius,0.47,0.07339824061205,37,310.15,37.4172720485064,Body-Direct,Water,Cephalorhynchus commersonii,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,Endotherm,Carnivore
2011,55500,10.9241382997345,Maximum Speed,5.4,0.843298934691637,37,310.15,37.4172720485064,Body-Direct,Water,Cephalorhynchus commersonii,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,Endotherm,Carnivore
2012,55500,10.9241382997345,Angular Speed,337.5,52.7061834182273,37,310.15,37.4172720485064,Body-Direct,Water,Cephalorhynchus commersonii,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Cephalorhynchus,commersonii,Commerson's dolphin,Endotherm,Carnivore
2013,1381640,14.1387817573353,Maximum Speed,0.73,0.114001522652758,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
2014,1381640,14.1387817573353,Angular Speed,139.62,21.8039624558604,37,310.15,37.4172720485064,Body-Direct,Water,Delphinapterus leucas,Animalia,Chordata,Mammalia,Cetartiodactyla,Monodontidae,Delphinapterus,leucas,Chicken Butt,Endotherm,Carnivore
2015,160000,11.982929094216,Maximum Speed,0.63,0.098384875714024,37,310.15,37.4172720485064,Body-Direct,Water,Inia geoffrensis,Animalia,Chordata,Mammalia,Cetartiodactyla,Iniidae,Inia,geoffrensis,Pink River dolphin,Endotherm,Carnivore
2016,160000,11.982929094216,Maximum Speed,1,0.15616646938734,37,310.15,37.4172720485064,Body-Direct,Water,Inia geoffrensis,Animalia,Chordata,Mammalia,Cetartiodactyla,Iniidae,Inia,geoffrensis,Pink River dolphin,Endotherm,Carnivore
2017,160000,11.982929094216,Angular Speed,123.75,19.3256005866833,37,310.15,37.4172720485064,Body-Direct,Water,Inia geoffrensis,Animalia,Chordata,Mammalia,Cetartiodactyla,Iniidae,Inia,geoffrensis,Pink River dolphin,Endotherm,Carnivore
2018,155000,11.9511803959014,Maximum Speed,1.61,0.251428015713618,37,310.15,37.4172720485064,Body-Direct,Water,Lagenorhynchus obliquidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Lagenorhynchus,obliquidens,Pacific white-sided dolphin,Endotherm,Carnivore
2020,8750000,15.9845642583338,Minimum Turn Radius,1.76,0.274852986121719,37,310.15,37.4172720485064,Body-Direct,Water,Orcinus orca,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,orca,Killer whale,Endotherm,Carnivore
2021,8750000,15.9845642583338,Angular Speed,148.13,23.1329391103467,37,310.15,37.4172720485064,Body-Direct,Water,Orcinus orca,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Orcinus,orca,Killer whale,Endotherm,Carnivore
2022,700000,13.4588356140255,Minimum Turn Radius,1.64,0.256113009795238,37,310.15,37.4172720485064,Body-Direct,Water,Pseudorca crassidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,crassidens,False Killer Whale,Endotherm,Carnivore
2023,700000,13.4588356140255,Angular Speed,138,21.5509727754529,37,310.15,37.4172720485064,Body-Direct,Water,Pseudorca crassidens,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Pseudorca,crassidens,False Killer Whale,Endotherm,Carnivore
2024,385000,12.8609986132699,Minimum Turn Radius,0.56,0.087453222856911,37,310.15,37.4172720485064,Body-Direct,Water,Tursiops truncatus,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Tursiops,truncatus,Common bottlenose dolphin,Endotherm,Carnivore
2025,58000,10.9681982895286,Routine Speed,1.16,0.181153104489315,37,310.15,37.4172720485064,Body-Direct,Water,Phoca hispida,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,hispida,Ringed Seal,endotherm,carnivore
2026,59000,10.9852927228879,Routine Speed,1.12,0.174906445713821,37,310.15,37.4172720485064,Body-Direct,Water,Phoca hispida,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,hispida,Ringed Seal,endotherm,carnivore
2027,69000,11.1418617835794,Routine Speed,0.65,0.101508205101771,37,310.15,37.4172720485064,Body-Direct,Water,Pagophilus groenlandicus,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,Harp seal,endotherm,carnivore
2028,97000,11.4824662574855,Routine Speed,1.16,0.181153104489315,37,310.15,37.4172720485064,Body-Direct,Water,Pagophilus groenlandicus,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pagophilus,groenlandicus,Harp seal,endotherm,carnivore
